1: out: 10563380 cor: 10563380, passed: yes
664: out: -1 cor: -1, passed: yes
665: out: -1 cor: -1, passed: yes
666: out: -1 cor: -1, passed: yes
667: out: -1 cor: -1, passed: yes
668: out: -1 cor: -1, passed: yes
669: out: 56480166 cor: 56480166, passed: yes
670: out: 11491308 cor: 11491308, passed: yes
671: out: -1 cor: -1, passed: yes
672: out: -1 cor: -1, passed: yes
673: out: 2477670 cor: 2477670, passed: yes
674: out: 40537556 cor: 40537556, passed: yes
675: out: 9519456 cor: 9519456, passed: yes
676: out: 223874520 cor: 223874520, passed: yes
677: out: -1 cor: -1, passed: yes
678: out: 50861479 cor: 50861479, passed: yes
679: out: -1 cor: -1, passed: yes
680: out: 8856956 cor: 8856956, passed: yes
681: out: 478997 cor: 478997, passed: yes
682: out: 29745568 cor: 29745568, passed: yes
683: out: 791994 cor: 791994, passed: yes
684: out: 973310 cor: 973310, passed: yes
685: out: -1 cor: -1, passed: yes
686: out: -1 cor: -1, passed: yes
687: out: -1 cor: -1, passed: yes
688: out: -1 cor: -1, passed: yes
689: out: 81634011 cor: 81634011, passed: yes
690: out: -1 cor: -1, passed: yes
691: out: 228430 cor: 228430, passed: yes
692: out: 635454 cor: 635454, passed: yes
693: out: -1 cor: -1, passed: yes
694: out: 17658023 cor: 17658023, passed: yes
695: out: -1 cor: -1, passed: yes
696: out: 3491 cor: 3491, passed: yes
697: out: -1 cor: -1, passed: yes
698: out: 1489941 cor: 1489941, passed: yes
699: out: 259985303 cor: 259985303, passed: yes
700: out: 34229195 cor: 34229195, passed: yes
701: out: 453589 cor: 453589, passed: yes
702: out: 264506 cor: 264506, passed: yes
703: out: 45354131 cor: 45354131, passed: yes
704: out: 276509395 cor: 276509395, passed: yes
705: out: -1 cor: -1, passed: yes
706: out: 705602 cor: 705602, passed: yes
707: out: -1 cor: -1, passed: yes
708: out: 12807878 cor: 12807878, passed: yes
709: out: 20088 cor: 20088, passed: yes
710: out: 262500647 cor: 262500647, passed: yes
711: out: 7291514 cor: 7291514, passed: yes
712: out: -1 cor: -1, passed: yes
713: out: -1 cor: -1, passed: yes
714: out: 87612977 cor: 87612977, passed: yes
715: out: -1 cor: -1, passed: yes
716: out: 3136702 cor: 3136702, passed: yes
717: out: 82321915 cor: 82321915, passed: yes
718: out: -1 cor: -1, passed: yes
719: out: 43765673 cor: 43765673, passed: yes
720: out: 9016670 cor: 9016670, passed: yes
721: out: 7444799 cor: 7444799, passed: yes
722: out: 36629084 cor: 36629084, passed: yes
723: out: 53970566 cor: 53970566, passed: yes
724: out: -1 cor: -1, passed: yes
725: out: 11825 cor: 11825, passed: yes
726: out: 5722165 cor: 5722165, passed: yes
727: out: 31752030 cor: 31752030, passed: yes
728: out: -1 cor: -1, passed: yes
729: out: -1 cor: -1, passed: yes
730: out: 28933961 cor: 28933961, passed: yes
731: out: 176270 cor: 176270, passed: yes
732: out: 48512167 cor: 48512167, passed: yes
733: out: -1 cor: -1, passed: yes
734: out: 5252549 cor: 5252549, passed: yes
735: out: -1 cor: -1, passed: yes
736: out: 912144 cor: 912144, passed: yes
737: out: 39405262 cor: 39405262, passed: yes
738: out: -1 cor: -1, passed: yes
739: out: 3615214 cor: 3615214, passed: yes
740: out: 9706829 cor: 9706829, passed: yes
741: out: 4766227 cor: 4766227, passed: yes
742: out: 35142136 cor: 35142136, passed: yes
743: out: 99976 cor: 99976, passed: yes
744: out: 44088907 cor: 44088907, passed: yes
745: out: -1 cor: -1, passed: yes
746: out: -1 cor: -1, passed: yes
747: out: -1 cor: -1, passed: yes
748: out: -1 cor: -1, passed: yes
749: out: 2055297 cor: 2055297, passed: yes
750: out: 507339 cor: 507339, passed: yes
751: out: -1 cor: -1, passed: yes
752: out: 54028 cor: 54028, passed: yes
753: out: 44594915 cor: 44594915, passed: yes
754: out: 72194894 cor: 72194894, passed: yes
755: out: 4326 cor: 4326, passed: yes
756: out: 10534764 cor: 10534764, passed: yes
757: out: -1 cor: -1, passed: yes
758: out: -1 cor: -1, passed: yes
759: out: 3199 cor: 3199, passed: yes
760: out: 16905584 cor: 16905584, passed: yes
761: out: -1 cor: -1, passed: yes
762: out: -1 cor: -1, passed: yes
763: out: -1 cor: -1, passed: yes
764: out: 31180663 cor: 31180663, passed: yes
765: out: 7760332 cor: 7760332, passed: yes
766: out: -1 cor: -1, passed: yes
767: out: -1 cor: -1, passed: yes
768: out: 1943264 cor: 1943264, passed: yes
769: out: 17996327 cor: 17996327, passed: yes
770: out: 372416 cor: 372416, passed: yes
771: out: 5080 cor: 5080, passed: yes
772: out: 315773257 cor: 315773257, passed: yes
773: out: 32965080 cor: 32965080, passed: yes
774: out: -1 cor: -1, passed: yes
775: out: 13450545 cor: 13450545, passed: yes
776: out: -1 cor: -1, passed: yes
777: out: 150989715 cor: 150989715, passed: yes
778: out: 1803943 cor: 1803943, passed: yes
779: out: -1 cor: -1, passed: yes
780: out: 6117676 cor: 6117676, passed: yes
781: out: -1 cor: -1, passed: yes
782: out: 162202239 cor: 162202239, passed: yes
783: out: -1 cor: -1, passed: yes
784: out: -1 cor: -1, passed: yes
785: out: 337048304 cor: 337048304, passed: yes
786: out: 958259 cor: 958259, passed: yes
787: out: 40293667 cor: 40293667, passed: yes
788: out: 346974 cor: 346974, passed: yes
789: out: 18890 cor: 18890, passed: yes
790: out: 5552 cor: 5552, passed: yes
791: out: -1 cor: -1, passed: yes
792: out: 27451147 cor: 27451147, passed: yes
793: out: 1004595 cor: 1004595, passed: yes
794: out: -1 cor: -1, passed: yes
795: out: -1 cor: -1, passed: yes
796: out: 24594145 cor: 24594145, passed: yes
797: out: 1549307 cor: 1549307, passed: yes
798: out: 40882585 cor: 40882585, passed: yes
799: out: 1520820 cor: 1520820, passed: yes
800: out: 875116 cor: 875116, passed: yes
801: out: 4309268 cor: 4309268, passed: yes
802: out: -1 cor: -1, passed: yes
803: out: 52351 cor: 52351, passed: yes
804: out: 13887214 cor: 13887214, passed: yes
805: out: 1183255 cor: 1183255, passed: yes
806: out: 9558041 cor: 9558041, passed: yes
807: out: -1 cor: -1, passed: yes
808: out: 36248890 cor: 36248890, passed: yes
809: out: 34516255 cor: 34516255, passed: yes
810: out: 121120268 cor: 121120268, passed: yes
811: out: -1 cor: -1, passed: yes
812: out: 127448042 cor: 127448042, passed: yes
813: out: 699431 cor: 699431, passed: yes
814: out: 230140730 cor: 230140730, passed: yes
815: out: 15408772 cor: 15408772, passed: yes
816: out: -1 cor: -1, passed: yes
817: out: 3639216 cor: 3639216, passed: yes
818: out: 73 cor: 73, passed: yes
819: out: -1 cor: -1, passed: yes
820: out: 6602051 cor: 6602051, passed: yes
821: out: 17767930 cor: 17767930, passed: yes
822: out: 181319 cor: 181319, passed: yes
823: out: -1 cor: -1, passed: yes
824: out: 18790900 cor: 18790900, passed: yes
825: out: -1 cor: -1, passed: yes
826: out: 61078098 cor: 61078098, passed: yes
827: out: -1 cor: -1, passed: yes
828: out: -1 cor: -1, passed: yes
829: out: 8321004 cor: 8321004, passed: yes
830: out: -1 cor: -1, passed: yes
831: out: -1 cor: -1, passed: yes
832: out: 3944951 cor: 3944951, passed: yes
833: out: 1578424 cor: 1578424, passed: yes
834: out: -1 cor: -1, passed: yes
835: out: -1 cor: -1, passed: yes
836: out: 104558689 cor: 104558689, passed: yes
837: out: 52607035 cor: 52607035, passed: yes
838: out: -1 cor: -1, passed: yes
839: out: 37558895 cor: 37558895, passed: yes
840: out: 90261 cor: 90261, passed: yes
841: out: 154188175 cor: 154188175, passed: yes
842: out: 277547 cor: 277547, passed: yes
843: out: 3095927 cor: 3095927, passed: yes
844: out: 43521514 cor: 43521514, passed: yes
845: out: 835930 cor: 835930, passed: yes
846: out: 300245315 cor: 300245315, passed: yes
847: out: 18438129 cor: 18438129, passed: yes
848: out: -1 cor: -1, passed: yes
849: out: 21606093 cor: 21606093, passed: yes
850: out: 47947724 cor: 47947724, passed: yes
851: out: 202659 cor: 202659, passed: yes
852: out: -1 cor: -1, passed: yes
853: out: -1 cor: -1, passed: yes
854: out: 539622 cor: 539622, passed: yes
855: out: 504330 cor: 504330, passed: yes
856: out: 1299 cor: 1299, passed: yes
857: out: -1 cor: -1, passed: yes
858: out: 26283619 cor: 26283619, passed: yes
859: out: -1 cor: -1, passed: yes
860: out: 32124232 cor: 32124232, passed: yes
861: out: 2764102 cor: 2764102, passed: yes
862: out: 14255257 cor: 14255257, passed: yes
863: out: 16228235 cor: 16228235, passed: yes
864: out: 36306 cor: 36306, passed: yes
865: out: 101417199 cor: 101417199, passed: yes
866: out: -1 cor: -1, passed: yes
867: out: 4474014 cor: 4474014, passed: yes
868: out: 60888998 cor: 60888998, passed: yes
869: out: 13776239 cor: 13776239, passed: yes
870: out: 3552681 cor: 3552681, passed: yes
871: out: 511465 cor: 511465, passed: yes
872: out: 5908247 cor: 5908247, passed: yes
873: out: -1 cor: -1, passed: yes
874: out: -1 cor: -1, passed: yes
875: out: 64851 cor: 64851, passed: yes
876: out: 506314836 cor: 506314836, passed: yes
877: out: 61624 cor: 61624, passed: yes
878: out: 63256094 cor: 63256094, passed: yes
879: out: 11331384 cor: 11331384, passed: yes
880: out: -1 cor: -1, passed: yes
881: out: 55628981 cor: 55628981, passed: yes
882: out: 2042399 cor: 2042399, passed: yes
883: out: -1 cor: -1, passed: yes
884: out: 38884732 cor: 38884732, passed: yes
885: out: 9661708 cor: 9661708, passed: yes
886: out: -1 cor: -1, passed: yes
887: out: 331686808 cor: 331686808, passed: yes
888: out: 107087 cor: 107087, passed: yes
889: out: -1 cor: -1, passed: yes
890: out: 257653 cor: 257653, passed: yes
891: out: -1 cor: -1, passed: yes
892: out: 157561549 cor: 157561549, passed: yes
893: out: -1 cor: -1, passed: yes
894: out: -1 cor: -1, passed: yes
895: out: -1 cor: -1, passed: yes
896: out: 73395002 cor: 73395002, passed: yes
897: out: -1 cor: -1, passed: yes
898: out: -1 cor: -1, passed: yes
899: out: 16986602 cor: 16986602, passed: yes
900: out: 369095439 cor: 369095439, passed: yes
901: out: 52514 cor: 52514, passed: yes
902: out: -1 cor: -1, passed: yes
903: out: -1 cor: -1, passed: yes
904: out: 33636 cor: 33636, passed: yes
905: out: 20453 cor: 20453, passed: yes
906: out: -1 cor: -1, passed: yes
907: out: -1 cor: -1, passed: yes
908: out: -1 cor: -1, passed: yes
909: out: -1 cor: -1, passed: yes
910: out: -1 cor: -1, passed: yes
911: out: -1 cor: -1, passed: yes
912: out: -1 cor: -1, passed: yes
913: out: 10644647 cor: 10644647, passed: yes
914: out: 14454379 cor: 14454379, passed: yes
915: out: -1 cor: -1, passed: yes
916: out: 2682622 cor: 2682622, passed: yes
917: out: 1485625 cor: 1485625, passed: yes
918: out: 659 cor: 659, passed: yes
919: out: 233979 cor: 233979, passed: yes
920: out: -1 cor: -1, passed: yes
921: out: 67279859 cor: 67279859, passed: yes
922: out: 46858856 cor: 46858856, passed: yes
923: out: -1 cor: -1, passed: yes
924: out: -1 cor: -1, passed: yes
925: out: 541047 cor: 541047, passed: yes
926: out: -1 cor: -1, passed: yes
927: out: 741787 cor: 741787, passed: yes
928: out: -1 cor: -1, passed: yes
929: out: -1 cor: -1, passed: yes
930: out: -1 cor: -1, passed: yes
931: out: 6922856 cor: 6922856, passed: yes
932: out: -1 cor: -1, passed: yes
933: out: -1 cor: -1, passed: yes
934: out: 25392533 cor: 25392533, passed: yes
935: out: -1 cor: -1, passed: yes
936: out: -1 cor: -1, passed: yes
937: out: -1 cor: -1, passed: yes
938: out: 42951067 cor: 42951067, passed: yes
939: out: 98565195 cor: 98565195, passed: yes
940: out: 11343176 cor: 11343176, passed: yes
941: out: 59790987 cor: 59790987, passed: yes
942: out: 269937546 cor: 269937546, passed: yes
943: out: 119125271 cor: 119125271, passed: yes
944: out: 36432122 cor: 36432122, passed: yes
945: out: -1 cor: -1, passed: yes
946: out: -1 cor: -1, passed: yes
947: out: 38876213 cor: 38876213, passed: yes
948: out: 38100187 cor: 38100187, passed: yes
949: out: 26959308 cor: 26959308, passed: yes
950: out: -1 cor: -1, passed: yes
951: out: 19031642 cor: 19031642, passed: yes
952: out: -1 cor: -1, passed: yes
953: out: 89441 cor: 89441, passed: yes
954: out: 8260778 cor: 8260778, passed: yes
955: out: 11541643 cor: 11541643, passed: yes
956: out: -1 cor: -1, passed: yes
957: out: 1740302 cor: 1740302, passed: yes
958: out: 13442386 cor: 13442386, passed: yes
959: out: -1 cor: -1, passed: yes
960: out: -1 cor: -1, passed: yes
961: out: 24911 cor: 24911, passed: yes
962: out: 99181 cor: 99181, passed: yes
963: out: 49534149 cor: 49534149, passed: yes
964: out: 43901 cor: 43901, passed: yes
965: out: -1 cor: -1, passed: yes
966: out: -1 cor: -1, passed: yes
967: out: 29503380 cor: 29503380, passed: yes
968: out: -1 cor: -1, passed: yes
969: out: -1 cor: -1, passed: yes
970: out: 9340985 cor: 9340985, passed: yes
971: out: 9161010 cor: 9161010, passed: yes
972: out: 1541 cor: 1541, passed: yes
973: out: 5848 cor: 5848, passed: yes
974: out: -1 cor: -1, passed: yes
975: out: -1 cor: -1, passed: yes
976: out: 334433 cor: 334433, passed: yes
977: out: -1 cor: -1, passed: yes
978: out: 62364783 cor: 62364783, passed: yes
979: out: -1 cor: -1, passed: yes
980: out: -1 cor: -1, passed: yes
981: out: -1 cor: -1, passed: yes
982: out: 25728527 cor: 25728527, passed: yes
983: out: 10907 cor: 10907, passed: yes
984: out: 3005697 cor: 3005697, passed: yes
985: out: 13775913 cor: 13775913, passed: yes
986: out: 9853 cor: 9853, passed: yes
987: out: 1128459 cor: 1128459, passed: yes
988: out: 339498821 cor: 339498821, passed: yes
989: out: 11287 cor: 11287, passed: yes
990: out: 48299411 cor: 48299411, passed: yes
991: out: 13568559 cor: 13568559, passed: yes
992: out: 107794063 cor: 107794063, passed: yes
993: out: 6383588 cor: 6383588, passed: yes
994: out: 1418821 cor: 1418821, passed: yes
995: out: 23069554 cor: 23069554, passed: yes
996: out: 175972017 cor: 175972017, passed: yes
997: out: -1 cor: -1, passed: yes
998: out: -1 cor: -1, passed: yes
999: out: -1 cor: -1, passed: yes
1000: out: 21883328 cor: 21883328, passed: yes
