1: result: 22816, correct: 22816, passed: yes
666: result: 96137, correct: 96137, passed: yes
667: result: 51771, correct: 51771, passed: yes
668: result: 39444, correct: 39444, passed: yes
669: result: 36884, correct: 36884, passed: yes
670: result: 37109, correct: 37109, passed: yes
671: result: 22634, correct: 22634, passed: yes
672: result: 56948, correct: 56948, passed: yes
673: result: 79746, correct: 79746, passed: yes
674: result: 53592, correct: 53592, passed: yes
675: result: 15806, correct: 15806, passed: yes
676: result: 71351, correct: 71351, passed: yes
677: result: 39778, correct: 39778, passed: yes
678: result: 18792, correct: 18792, passed: yes
679: result: 29918, correct: 29918, passed: yes
680: result: 66485, correct: 66485, passed: yes
681: result: 55619, correct: 55619, passed: yes
682: result: 37529, correct: 37529, passed: yes
683: result: 58832, correct: 58832, passed: yes
684: result: 19082, correct: 19082, passed: yes
685: result: 62799, correct: 62799, passed: yes
686: result: 21887, correct: 21887, passed: yes
687: result: 14382, correct: 14382, passed: yes
688: result: 85847, correct: 85847, passed: yes
689: result: 26507, correct: 26507, passed: yes
690: result: 7817, correct: 7817, passed: yes
691: result: 75235, correct: 75235, passed: yes
692: result: 56262, correct: 56262, passed: yes
693: result: 18590, correct: 18590, passed: yes
694: result: 5126, correct: 5126, passed: yes
695: result: 41041, correct: 41041, passed: yes
696: result: 33117, correct: 33117, passed: yes
697: result: 49157, correct: 49157, passed: yes
698: result: 31664, correct: 31664, passed: yes
699: result: 22949, correct: 22949, passed: yes
700: result: 47842, correct: 47842, passed: yes
701: result: 54363, correct: 54363, passed: yes
702: result: 23125, correct: 23125, passed: yes
703: result: 29705, correct: 29705, passed: yes
704: result: 82255, correct: 82255, passed: yes
705: result: 42358, correct: 42358, passed: yes
706: result: 23968, correct: 23968, passed: yes
707: result: 80143, correct: 80143, passed: yes
708: result: 60119, correct: 60119, passed: yes
709: result: 47359, correct: 47359, passed: yes
710: result: 60222, correct: 60222, passed: yes
711: result: 5527, correct: 5527, passed: yes
712: result: 52110, correct: 52110, passed: yes
713: result: 61546, correct: 61546, passed: yes
714: result: 12930, correct: 12930, passed: yes
715: result: 30211, correct: 30211, passed: yes
716: result: 56848, correct: 56848, passed: yes
717: result: 59379, correct: 59379, passed: yes
718: result: 55050, correct: 55050, passed: yes
719: result: 79456, correct: 79456, passed: yes
720: result: 19817, correct: 19817, passed: yes
721: result: 39614, correct: 39614, passed: yes
722: result: 23159, correct: 23159, passed: yes
723: result: 44611, correct: 44611, passed: yes
724: result: 52592, correct: 52592, passed: yes
725: result: 64993, correct: 64993, passed: yes
726: result: 23455, correct: 23455, passed: yes
727: result: 31578, correct: 31578, passed: yes
728: result: 63551, correct: 63551, passed: yes
729: result: 63938, correct: 63938, passed: yes
730: result: 39829, correct: 39829, passed: yes
731: result: 48509, correct: 48509, passed: yes
732: result: 25080, correct: 25080, passed: yes
733: result: 11141, correct: 11141, passed: yes
734: result: 74956, correct: 74956, passed: yes
735: result: 52667, correct: 52667, passed: yes
736: result: 15641, correct: 15641, passed: yes
737: result: 18105, correct: 18105, passed: yes
738: result: 7036, correct: 7036, passed: yes
739: result: 27146, correct: 27146, passed: yes
740: result: 39175, correct: 39175, passed: yes
741: result: 26276, correct: 26276, passed: yes
742: result: 22918, correct: 22918, passed: yes
743: result: 44495, correct: 44495, passed: yes
744: result: 36392, correct: 36392, passed: yes
745: result: 47921, correct: 47921, passed: yes
746: result: 23652, correct: 23652, passed: yes
747: result: 36099, correct: 36099, passed: yes
748: result: 44390, correct: 44390, passed: yes
749: result: 42071, correct: 42071, passed: yes
750: result: 82354, correct: 82354, passed: yes
751: result: 11600, correct: 11600, passed: yes
752: result: 34506, correct: 34506, passed: yes
753: result: 92139, correct: 92139, passed: yes
754: result: 43788, correct: 43788, passed: yes
755: result: 558, correct: 558, passed: yes
756: result: 46752, correct: 46752, passed: yes
757: result: 89326, correct: 89326, passed: yes
758: result: 38856, correct: 38856, passed: yes
759: result: 29650, correct: 29650, passed: yes
760: result: 34045, correct: 34045, passed: yes
761: result: 23177, correct: 23177, passed: yes
762: result: 65242, correct: 65242, passed: yes
763: result: 51985, correct: 51985, passed: yes
764: result: 21751, correct: 21751, passed: yes
765: result: 15728, correct: 15728, passed: yes
766: result: 4302, correct: 4302, passed: yes
767: result: 72466, correct: 72466, passed: yes
768: result: 28995, correct: 28995, passed: yes
769: result: 14263, correct: 14263, passed: yes
770: result: 56363, correct: 56363, passed: yes
771: result: 524, correct: 524, passed: yes
772: result: 65549, correct: 65549, passed: yes
773: result: 19150, correct: 19150, passed: yes
774: result: 45357, correct: 45357, passed: yes
775: result: 13036, correct: 13036, passed: yes
776: result: 62969, correct: 62969, passed: yes
777: result: 4020, correct: 4020, passed: yes
778: result: 13023, correct: 13023, passed: yes
779: result: 67666, correct: 67666, passed: yes
780: result: 27342, correct: 27342, passed: yes
781: result: 31522, correct: 31522, passed: yes
782: result: 52225, correct: 52225, passed: yes
783: result: 53540, correct: 53540, passed: yes
784: result: 66889, correct: 66889, passed: yes
785: result: 92669, correct: 92669, passed: yes
786: result: 14998, correct: 14998, passed: yes
787: result: 86257, correct: 86257, passed: yes
788: result: 64639, correct: 64639, passed: yes
789: result: 92349, correct: 92349, passed: yes
790: result: 47496, correct: 47496, passed: yes
791: result: 50178, correct: 50178, passed: yes
792: result: 46884, correct: 46884, passed: yes
793: result: 19812, correct: 19812, passed: yes
794: result: 52136, correct: 52136, passed: yes
795: result: 15482, correct: 15482, passed: yes
796: result: 33871, correct: 33871, passed: yes
797: result: 40283, correct: 40283, passed: yes
798: result: 73267, correct: 73267, passed: yes
799: result: 15638, correct: 15638, passed: yes
800: result: 71211, correct: 71211, passed: yes
801: result: 36246, correct: 36246, passed: yes
802: result: 66498, correct: 66498, passed: yes
803: result: 22651, correct: 22651, passed: yes
804: result: 49931, correct: 49931, passed: yes
805: result: 23601, correct: 23601, passed: yes
806: result: 85264, correct: 85264, passed: yes
807: result: 83936, correct: 83936, passed: yes
808: result: 47882, correct: 47882, passed: yes
809: result: 95237, correct: 95237, passed: yes
810: result: 43721, correct: 43721, passed: yes
811: result: 58070, correct: 58070, passed: yes
812: result: 10657, correct: 10657, passed: yes
813: result: 28875, correct: 28875, passed: yes
814: result: 31396, correct: 31396, passed: yes
815: result: 55674, correct: 55674, passed: yes
816: result: 48748, correct: 48748, passed: yes
817: result: 57854, correct: 57854, passed: yes
818: result: 84813, correct: 84813, passed: yes
819: result: 30263, correct: 30263, passed: yes
820: result: 89526, correct: 89526, passed: yes
821: result: 37739, correct: 37739, passed: yes
822: result: 22159, correct: 22159, passed: yes
823: result: 42421, correct: 42421, passed: yes
824: result: 59010, correct: 59010, passed: yes
825: result: 51250, correct: 51250, passed: yes
826: result: 14178, correct: 14178, passed: yes
827: result: 69509, correct: 69509, passed: yes
828: result: 37885, correct: 37885, passed: yes
829: result: 40143, correct: 40143, passed: yes
830: result: 77093, correct: 77093, passed: yes
831: result: 49257, correct: 49257, passed: yes
832: result: 68417, correct: 68417, passed: yes
833: result: 72686, correct: 72686, passed: yes
834: result: 60868, correct: 60868, passed: yes
835: result: 61444, correct: 61444, passed: yes
836: result: 87372, correct: 87372, passed: yes
837: result: 42141, correct: 42141, passed: yes
838: result: 82072, correct: 82072, passed: yes
839: result: 20516, correct: 20516, passed: yes
840: result: 1123, correct: 1123, passed: yes
841: result: 95918, correct: 95918, passed: yes
842: result: 39937, correct: 39937, passed: yes
843: result: 22805, correct: 22805, passed: yes
844: result: 16392, correct: 16392, passed: yes
845: result: 15934, correct: 15934, passed: yes
846: result: 81664, correct: 81664, passed: yes
847: result: 26122, correct: 26122, passed: yes
848: result: 82082, correct: 82082, passed: yes
849: result: 27202, correct: 27202, passed: yes
850: result: 61979, correct: 61979, passed: yes
851: result: 37619, correct: 37619, passed: yes
852: result: 89787, correct: 89787, passed: yes
853: result: 20142, correct: 20142, passed: yes
854: result: 10983, correct: 10983, passed: yes
855: result: 35552, correct: 35552, passed: yes
856: result: 57116, correct: 57116, passed: yes
857: result: 39007, correct: 39007, passed: yes
858: result: 28283, correct: 28283, passed: yes
859: result: 41522, correct: 41522, passed: yes
860: result: 71368, correct: 71368, passed: yes
861: result: 30984, correct: 30984, passed: yes
862: result: 26655, correct: 26655, passed: yes
863: result: 32427, correct: 32427, passed: yes
864: result: 37457, correct: 37457, passed: yes
865: result: 14519, correct: 14519, passed: yes
866: result: 26868, correct: 26868, passed: yes
867: result: 27694, correct: 27694, passed: yes
868: result: 41413, correct: 41413, passed: yes
869: result: 36737, correct: 36737, passed: yes
870: result: 61712, correct: 61712, passed: yes
871: result: 43632, correct: 43632, passed: yes
872: result: 42922, correct: 42922, passed: yes
873: result: 14251, correct: 14251, passed: yes
874: result: 69834, correct: 69834, passed: yes
875: result: 14992, correct: 14992, passed: yes
876: result: 50994, correct: 50994, passed: yes
877: result: 17831, correct: 17831, passed: yes
878: result: 73882, correct: 73882, passed: yes
879: result: 51057, correct: 51057, passed: yes
880: result: 49192, correct: 49192, passed: yes
881: result: 35628, correct: 35628, passed: yes
882: result: 59194, correct: 59194, passed: yes
883: result: 44949, correct: 44949, passed: yes
884: result: 38595, correct: 38595, passed: yes
885: result: 35053, correct: 35053, passed: yes
886: result: 55232, correct: 55232, passed: yes
887: result: 33884, correct: 33884, passed: yes
888: result: 12826, correct: 12826, passed: yes
889: result: 58307, correct: 58307, passed: yes
890: result: 51976, correct: 51976, passed: yes
891: result: 66594, correct: 66594, passed: yes
892: result: 47945, correct: 47945, passed: yes
893: result: 62945, correct: 62945, passed: yes
894: result: 19634, correct: 19634, passed: yes
895: result: 79900, correct: 79900, passed: yes
896: result: 63251, correct: 63251, passed: yes
897: result: 64533, correct: 64533, passed: yes
898: result: 91190, correct: 91190, passed: yes
899: result: 62755, correct: 62755, passed: yes
900: result: 76502, correct: 76502, passed: yes
901: result: 43244, correct: 43244, passed: yes
902: result: 30364, correct: 30364, passed: yes
903: result: 74758, correct: 74758, passed: yes
904: result: 50495, correct: 50495, passed: yes
905: result: 10347, correct: 10347, passed: yes
906: result: 11255, correct: 11255, passed: yes
907: result: 62876, correct: 62876, passed: yes
908: result: 46698, correct: 46698, passed: yes
909: result: 82989, correct: 82989, passed: yes
910: result: 79553, correct: 79553, passed: yes
911: result: 2098, correct: 2098, passed: yes
912: result: 49423, correct: 49423, passed: yes
913: result: 42442, correct: 42442, passed: yes
914: result: 24489, correct: 24489, passed: yes
915: result: 87970, correct: 87970, passed: yes
916: result: 35849, correct: 35849, passed: yes
917: result: 74716, correct: 74716, passed: yes
918: result: 17876, correct: 17876, passed: yes
919: result: 21271, correct: 21271, passed: yes
920: result: 65977, correct: 65977, passed: yes
921: result: 39187, correct: 39187, passed: yes
922: result: 38432, correct: 38432, passed: yes
923: result: 52264, correct: 52264, passed: yes
924: result: 73062, correct: 73062, passed: yes
925: result: 66601, correct: 66601, passed: yes
926: result: 6558, correct: 6558, passed: yes
927: result: 44712, correct: 44712, passed: yes
928: result: 83643, correct: 83643, passed: yes
929: result: 48144, correct: 48144, passed: yes
930: result: 42191, correct: 42191, passed: yes
931: result: 37307, correct: 37307, passed: yes
932: result: 24289, correct: 24289, passed: yes
933: result: 3924, correct: 3924, passed: yes
934: result: 9880, correct: 9880, passed: yes
935: result: 86169, correct: 86169, passed: yes
936: result: 86950, correct: 86950, passed: yes
937: result: 53540, correct: 53540, passed: yes
938: result: 2359, correct: 2359, passed: yes
939: result: 13753, correct: 13753, passed: yes
940: result: 20627, correct: 20627, passed: yes
941: result: 5879, correct: 5879, passed: yes
942: result: 83116, correct: 83116, passed: yes
943: result: 29169, correct: 29169, passed: yes
944: result: 38764, correct: 38764, passed: yes
945: result: 45666, correct: 45666, passed: yes
946: result: 19602, correct: 19602, passed: yes
947: result: 20991, correct: 20991, passed: yes
948: result: 31812, correct: 31812, passed: yes
949: result: 53716, correct: 53716, passed: yes
950: result: 74480, correct: 74480, passed: yes
951: result: 50371, correct: 50371, passed: yes
952: result: 13191, correct: 13191, passed: yes
953: result: 34648, correct: 34648, passed: yes
954: result: 15203, correct: 15203, passed: yes
955: result: 76492, correct: 76492, passed: yes
956: result: 53513, correct: 53513, passed: yes
957: result: 60912, correct: 60912, passed: yes
958: result: 17466, correct: 17466, passed: yes
959: result: 81181, correct: 81181, passed: yes
960: result: 48015, correct: 48015, passed: yes
961: result: 56487, correct: 56487, passed: yes
962: result: 73053, correct: 73053, passed: yes
963: result: 95761, correct: 95761, passed: yes
964: result: 65278, correct: 65278, passed: yes
965: result: 58389, correct: 58389, passed: yes
966: result: 65224, correct: 65224, passed: yes
967: result: 28834, correct: 28834, passed: yes
968: result: 49929, correct: 49929, passed: yes
969: result: 76433, correct: 76433, passed: yes
970: result: 26420, correct: 26420, passed: yes
971: result: 47229, correct: 47229, passed: yes
972: result: 22782, correct: 22782, passed: yes
973: result: 85911, correct: 85911, passed: yes
974: result: 15308, correct: 15308, passed: yes
975: result: 40878, correct: 40878, passed: yes
976: result: 38315, correct: 38315, passed: yes
977: result: 73188, correct: 73188, passed: yes
978: result: 72172, correct: 72172, passed: yes
979: result: 18615, correct: 18615, passed: yes
980: result: 61488, correct: 61488, passed: yes
981: result: 57476, correct: 57476, passed: yes
982: result: 14365, correct: 14365, passed: yes
983: result: 45145, correct: 45145, passed: yes
984: result: 49190, correct: 49190, passed: yes
985: result: 46575, correct: 46575, passed: yes
986: result: 42855, correct: 42855, passed: yes
987: result: 15948, correct: 15948, passed: yes
988: result: 48477, correct: 48477, passed: yes
989: result: 5922, correct: 5922, passed: yes
990: result: 55319, correct: 55319, passed: yes
991: result: 38523, correct: 38523, passed: yes
992: result: 15783, correct: 15783, passed: yes
993: result: 31992, correct: 31992, passed: yes
994: result: 75653, correct: 75653, passed: yes
995: result: 5517, correct: 5517, passed: yes
996: result: 33793, correct: 33793, passed: yes
997: result: 66857, correct: 66857, passed: yes
998: result: 32041, correct: 32041, passed: yes
999: result: 36848, correct: 36848, passed: yes
1000: result: 5785, correct: 5785, passed: yes
1001: result: 82902, correct: 82902, passed: yes
1002: result: 16231, correct: 16231, passed: yes
1003: result: 56318, correct: 56318, passed: yes
1004: result: 44682, correct: 44682, passed: yes
1005: result: 63570, correct: 63570, passed: yes
1006: result: 39023, correct: 39023, passed: yes
1007: result: 74938, correct: 74938, passed: yes
1008: result: 46653, correct: 46653, passed: yes
1009: result: 18759, correct: 18759, passed: yes
1010: result: 46720, correct: 46720, passed: yes
1011: result: 44505, correct: 44505, passed: yes
1012: result: 27787, correct: 27787, passed: yes
1013: result: 56599, correct: 56599, passed: yes
1014: result: 78146, correct: 78146, passed: yes
1015: result: 20270, correct: 20270, passed: yes
1016: result: 52061, correct: 52061, passed: yes
1017: result: 45657, correct: 45657, passed: yes
1018: result: 40703, correct: 40703, passed: yes
1019: result: 27002, correct: 27002, passed: yes
1020: result: 27327, correct: 27327, passed: yes
1021: result: 73171, correct: 73171, passed: yes
1022: result: 55617, correct: 55617, passed: yes
1023: result: 69024, correct: 69024, passed: yes
1024: result: 41911, correct: 41911, passed: yes
1025: result: 18992, correct: 18992, passed: yes
1026: result: 69590, correct: 69590, passed: yes
1027: result: 4714, correct: 4714, passed: yes
1028: result: 18046, correct: 18046, passed: yes
1029: result: 39933, correct: 39933, passed: yes
1030: result: 30504, correct: 30504, passed: yes
1031: result: 56945, correct: 56945, passed: yes
1032: result: 23581, correct: 23581, passed: yes
1033: result: 69333, correct: 69333, passed: yes
1034: result: 74464, correct: 74464, passed: yes
1035: result: 53096, correct: 53096, passed: yes
1036: result: 86120, correct: 86120, passed: yes
1037: result: 84091, correct: 84091, passed: yes
1038: result: 52099, correct: 52099, passed: yes
1039: result: 52895, correct: 52895, passed: yes
1040: result: 18343, correct: 18343, passed: yes
1041: result: 52534, correct: 52534, passed: yes
1042: result: 76478, correct: 76478, passed: yes
1043: result: 44569, correct: 44569, passed: yes
1044: result: 43726, correct: 43726, passed: yes
1045: result: 70519, correct: 70519, passed: yes
1046: result: 38327, correct: 38327, passed: yes
1047: result: 21274, correct: 21274, passed: yes
1048: result: 47710, correct: 47710, passed: yes
1049: result: 60715, correct: 60715, passed: yes
1050: result: 84056, correct: 84056, passed: yes
1051: result: 53891, correct: 53891, passed: yes
1052: result: 6573, correct: 6573, passed: yes
1053: result: 56325, correct: 56325, passed: yes
1054: result: 5472, correct: 5472, passed: yes
1055: result: 64217, correct: 64217, passed: yes
1056: result: 34614, correct: 34614, passed: yes
1057: result: 49553, correct: 49553, passed: yes
1058: result: 14624, correct: 14624, passed: yes
1059: result: 85742, correct: 85742, passed: yes
1060: result: 47833, correct: 47833, passed: yes
1061: result: 23074, correct: 23074, passed: yes
1062: result: 36456, correct: 36456, passed: yes
1063: result: 12570, correct: 12570, passed: yes
1064: result: 46066, correct: 46066, passed: yes
1065: result: 32264, correct: 32264, passed: yes
1066: result: 38019, correct: 38019, passed: yes
1067: result: 28361, correct: 28361, passed: yes
1068: result: 61886, correct: 61886, passed: yes
1069: result: 58800, correct: 58800, passed: yes
1070: result: 16177, correct: 16177, passed: yes
1071: result: 17478, correct: 17478, passed: yes
1072: result: 28793, correct: 28793, passed: yes
1073: result: 14473, correct: 14473, passed: yes
1074: result: 8294, correct: 8294, passed: yes
1075: result: 57687, correct: 57687, passed: yes
1076: result: 30676, correct: 30676, passed: yes
1077: result: 68128, correct: 68128, passed: yes
1078: result: 67729, correct: 67729, passed: yes
1079: result: 62555, correct: 62555, passed: yes
1080: result: 9049, correct: 9049, passed: yes
1081: result: 80706, correct: 80706, passed: yes
1082: result: 47909, correct: 47909, passed: yes
1083: result: 40676, correct: 40676, passed: yes
1084: result: 5065, correct: 5065, passed: yes
1085: result: 40003, correct: 40003, passed: yes
1086: result: 84159, correct: 84159, passed: yes
1087: result: 81423, correct: 81423, passed: yes
1088: result: 55641, correct: 55641, passed: yes
1089: result: 67725, correct: 67725, passed: yes
1090: result: 23735, correct: 23735, passed: yes
1091: result: 12309, correct: 12309, passed: yes
1092: result: 54313, correct: 54313, passed: yes
1093: result: 68617, correct: 68617, passed: yes
1094: result: 17134, correct: 17134, passed: yes
1095: result: 65213, correct: 65213, passed: yes
1096: result: 41064, correct: 41064, passed: yes
1097: result: 75161, correct: 75161, passed: yes
1098: result: 28976, correct: 28976, passed: yes
1099: result: 41221, correct: 41221, passed: yes
1100: result: 85973, correct: 85973, passed: yes
1101: result: 65923, correct: 65923, passed: yes
1102: result: 48720, correct: 48720, passed: yes
1103: result: 15913, correct: 15913, passed: yes
1104: result: 16322, correct: 16322, passed: yes
1105: result: 18388, correct: 18388, passed: yes
1106: result: 39558, correct: 39558, passed: yes
1107: result: 71257, correct: 71257, passed: yes
1108: result: 50338, correct: 50338, passed: yes
1109: result: 58736, correct: 58736, passed: yes
1110: result: 38006, correct: 38006, passed: yes
1111: result: 33582, correct: 33582, passed: yes
1112: result: 21928, correct: 21928, passed: yes
1113: result: 32449, correct: 32449, passed: yes
1114: result: 56148, correct: 56148, passed: yes
1115: result: 5818, correct: 5818, passed: yes
1116: result: 30632, correct: 30632, passed: yes
1117: result: 30754, correct: 30754, passed: yes
1118: result: 6755, correct: 6755, passed: yes
1119: result: 25059, correct: 25059, passed: yes
1120: result: 54222, correct: 54222, passed: yes
1121: result: 33083, correct: 33083, passed: yes
1122: result: 27313, correct: 27313, passed: yes
1123: result: 66131, correct: 66131, passed: yes
1124: result: 17181, correct: 17181, passed: yes
1125: result: 37299, correct: 37299, passed: yes
1126: result: 57033, correct: 57033, passed: yes
1127: result: 18365, correct: 18365, passed: yes
1128: result: 1186, correct: 1186, passed: yes
1129: result: 82875, correct: 82875, passed: yes
1130: result: 23924, correct: 23924, passed: yes
1131: result: 68304, correct: 68304, passed: yes
1132: result: 20433, correct: 20433, passed: yes
1133: result: 30778, correct: 30778, passed: yes
1134: result: 47792, correct: 47792, passed: yes
1135: result: 58748, correct: 58748, passed: yes
1136: result: 12410, correct: 12410, passed: yes
1137: result: 22443, correct: 22443, passed: yes
1138: result: 4964, correct: 4964, passed: yes
1139: result: 48573, correct: 48573, passed: yes
1140: result: 62131, correct: 62131, passed: yes
1141: result: 69510, correct: 69510, passed: yes
1142: result: 11027, correct: 11027, passed: yes
1143: result: 58453, correct: 58453, passed: yes
1144: result: 15856, correct: 15856, passed: yes
1145: result: 37537, correct: 37537, passed: yes
1146: result: 44123, correct: 44123, passed: yes
1147: result: 40084, correct: 40084, passed: yes
1148: result: 48931, correct: 48931, passed: yes
1149: result: 30520, correct: 30520, passed: yes
1150: result: 38104, correct: 38104, passed: yes
1151: result: 44143, correct: 44143, passed: yes
1152: result: 31768, correct: 31768, passed: yes
1153: result: 42767, correct: 42767, passed: yes
1154: result: 74587, correct: 74587, passed: yes
1155: result: 52618, correct: 52618, passed: yes
1156: result: 12154, correct: 12154, passed: yes
1157: result: 36553, correct: 36553, passed: yes
1158: result: 46455, correct: 46455, passed: yes
1159: result: 26824, correct: 26824, passed: yes
1160: result: 84471, correct: 84471, passed: yes
1161: result: 60847, correct: 60847, passed: yes
1162: result: 55227, correct: 55227, passed: yes
1163: result: 34369, correct: 34369, passed: yes
1164: result: 40447, correct: 40447, passed: yes
1165: result: 22095, correct: 22095, passed: yes
1166: result: 22647, correct: 22647, passed: yes
1167: result: 28520, correct: 28520, passed: yes
1168: result: 20537, correct: 20537, passed: yes
1169: result: 71495, correct: 71495, passed: yes
1170: result: 70172, correct: 70172, passed: yes
1171: result: 83639, correct: 83639, passed: yes
1172: result: 48245, correct: 48245, passed: yes
1173: result: 5692, correct: 5692, passed: yes
1174: result: 24636, correct: 24636, passed: yes
1175: result: 49798, correct: 49798, passed: yes
1176: result: 23727, correct: 23727, passed: yes
1177: result: 42760, correct: 42760, passed: yes
1178: result: 47617, correct: 47617, passed: yes
1179: result: 65018, correct: 65018, passed: yes
1180: result: 10523, correct: 10523, passed: yes
1181: result: 60798, correct: 60798, passed: yes
1182: result: 23620, correct: 23620, passed: yes
1183: result: 85851, correct: 85851, passed: yes
1184: result: 19330, correct: 19330, passed: yes
1185: result: 31300, correct: 31300, passed: yes
1186: result: 61398, correct: 61398, passed: yes
1187: result: 30650, correct: 30650, passed: yes
1188: result: 12605, correct: 12605, passed: yes
1189: result: 19320, correct: 19320, passed: yes
1190: result: 18351, correct: 18351, passed: yes
1191: result: 61119, correct: 61119, passed: yes
1192: result: 51046, correct: 51046, passed: yes
1193: result: 8248, correct: 8248, passed: yes
1194: result: 20335, correct: 20335, passed: yes
1195: result: 88372, correct: 88372, passed: yes
1196: result: 41417, correct: 41417, passed: yes
1197: result: 71145, correct: 71145, passed: yes
1198: result: 60813, correct: 60813, passed: yes
1199: result: 80566, correct: 80566, passed: yes
1200: result: 72776, correct: 72776, passed: yes
1201: result: 38094, correct: 38094, passed: yes
1202: result: 80325, correct: 80325, passed: yes
1203: result: 43570, correct: 43570, passed: yes
1204: result: 8373, correct: 8373, passed: yes
1205: result: 16313, correct: 16313, passed: yes
1206: result: 27938, correct: 27938, passed: yes
1207: result: 30234, correct: 30234, passed: yes
1208: result: 53484, correct: 53484, passed: yes
1209: result: 35014, correct: 35014, passed: yes
1210: result: 23493, correct: 23493, passed: yes
1211: result: 45278, correct: 45278, passed: yes
1212: result: 4720, correct: 4720, passed: yes
1213: result: 10202, correct: 10202, passed: yes
1214: result: 33260, correct: 33260, passed: yes
1215: result: 5923, correct: 5923, passed: yes
1216: result: 24485, correct: 24485, passed: yes
1217: result: 12270, correct: 12270, passed: yes
1218: result: 56668, correct: 56668, passed: yes
1219: result: 5532, correct: 5532, passed: yes
1220: result: 69413, correct: 69413, passed: yes
1221: result: 68152, correct: 68152, passed: yes
1222: result: 17402, correct: 17402, passed: yes
1223: result: 71389, correct: 71389, passed: yes
1224: result: 55006, correct: 55006, passed: yes
1225: result: 47603, correct: 47603, passed: yes
1226: result: 45765, correct: 45765, passed: yes
1227: result: 65210, correct: 65210, passed: yes
1228: result: 30623, correct: 30623, passed: yes
1229: result: 14133, correct: 14133, passed: yes
1230: result: 46590, correct: 46590, passed: yes
1231: result: 50133, correct: 50133, passed: yes
1232: result: 67149, correct: 67149, passed: yes
1233: result: 54406, correct: 54406, passed: yes
1234: result: 42405, correct: 42405, passed: yes
1235: result: 39014, correct: 39014, passed: yes
1236: result: 38433, correct: 38433, passed: yes
1237: result: 34472, correct: 34472, passed: yes
1238: result: 32504, correct: 32504, passed: yes
1239: result: 29816, correct: 29816, passed: yes
1240: result: 18004, correct: 18004, passed: yes
1241: result: 20314, correct: 20314, passed: yes
1242: result: 59007, correct: 59007, passed: yes
1243: result: 74992, correct: 74992, passed: yes
1244: result: 11022, correct: 11022, passed: yes
1245: result: 58070, correct: 58070, passed: yes
1246: result: 32661, correct: 32661, passed: yes
1247: result: 69362, correct: 69362, passed: yes
1248: result: 43732, correct: 43732, passed: yes
1249: result: 13052, correct: 13052, passed: yes
1250: result: 28402, correct: 28402, passed: yes
1251: result: 65258, correct: 65258, passed: yes
1252: result: 67311, correct: 67311, passed: yes
1253: result: 14369, correct: 14369, passed: yes
1254: result: 68445, correct: 68445, passed: yes
1255: result: 85347, correct: 85347, passed: yes
1256: result: 17549, correct: 17549, passed: yes
1257: result: 25507, correct: 25507, passed: yes
1258: result: 65045, correct: 65045, passed: yes
1259: result: 18687, correct: 18687, passed: yes
1260: result: 31129, correct: 31129, passed: yes
1261: result: 53280, correct: 53280, passed: yes
1262: result: 54542, correct: 54542, passed: yes
1263: result: 28153, correct: 28153, passed: yes
1264: result: 38901, correct: 38901, passed: yes
1265: result: 53424, correct: 53424, passed: yes
1266: result: 19376, correct: 19376, passed: yes
1267: result: 66296, correct: 66296, passed: yes
1268: result: 55416, correct: 55416, passed: yes
1269: result: 53164, correct: 53164, passed: yes
1270: result: 27471, correct: 27471, passed: yes
1271: result: 73986, correct: 73986, passed: yes
1272: result: 42560, correct: 42560, passed: yes
1273: result: 87376, correct: 87376, passed: yes
1274: result: 28249, correct: 28249, passed: yes
1275: result: 18202, correct: 18202, passed: yes
1276: result: 55538, correct: 55538, passed: yes
1277: result: 16709, correct: 16709, passed: yes
1278: result: 49716, correct: 49716, passed: yes
1279: result: 34553, correct: 34553, passed: yes
1280: result: 18251, correct: 18251, passed: yes
1281: result: 86048, correct: 86048, passed: yes
1282: result: 45990, correct: 45990, passed: yes
1283: result: 24188, correct: 24188, passed: yes
1284: result: 82156, correct: 82156, passed: yes
1285: result: 25364, correct: 25364, passed: yes
1286: result: 34271, correct: 34271, passed: yes
1287: result: 55177, correct: 55177, passed: yes
1288: result: 53681, correct: 53681, passed: yes
1289: result: 72922, correct: 72922, passed: yes
1290: result: 56422, correct: 56422, passed: yes
1291: result: 62461, correct: 62461, passed: yes
1292: result: 16536, correct: 16536, passed: yes
1293: result: 22954, correct: 22954, passed: yes
1294: result: 66561, correct: 66561, passed: yes
1295: result: 37133, correct: 37133, passed: yes
1296: result: 57561, correct: 57561, passed: yes
1297: result: 22451, correct: 22451, passed: yes
1298: result: 46148, correct: 46148, passed: yes
1299: result: 41861, correct: 41861, passed: yes
1300: result: 14913, correct: 14913, passed: yes
1301: result: 32788, correct: 32788, passed: yes
1302: result: 55688, correct: 55688, passed: yes
1303: result: 31845, correct: 31845, passed: yes
1304: result: 45549, correct: 45549, passed: yes
1305: result: 10652, correct: 10652, passed: yes
1306: result: 62912, correct: 62912, passed: yes
1307: result: 15270, correct: 15270, passed: yes
1308: result: 86871, correct: 86871, passed: yes
1309: result: 46368, correct: 46368, passed: yes
1310: result: 72998, correct: 72998, passed: yes
1311: result: 50778, correct: 50778, passed: yes
1312: result: 12303, correct: 12303, passed: yes
1313: result: 71008, correct: 71008, passed: yes
1314: result: 33866, correct: 33866, passed: yes
1315: result: 44167, correct: 44167, passed: yes
